Task Description,Category,Skill,ID recurso asignado,éxito estimado
Manage Agile workflows,project management,scrum,280,31.63
Assign tasks to team members,project management,scrum,58,31.56
Facilitate daily standup meetings,project management,trello,144,45.36
Risk assessment and management,project management,RiskMatrix,34,36.89
Plan project sprints,project management,microsoft project,186,33.46
Define project scope and deliverables,project management,JIRA,122,38.17
Coordinate with team using Jira,project management,kanban,289,39.26
Facilitate team communication,project management,Slack,279,21.33
Coordinate with team using Jira,project management,version control,218,34.55
Facilitate daily standup meetings,project management,scrum,40,42.56
Facilitate daily standup meetings,project management,collaboration tools,99,25.32
Coordinate with team using Jira,project management,collaboration tools,226,21.05
Coordinate with team using Jira,project management,agile,156,36.67
Assign tasks to team members,project management,scrum,81,45.49
Track project progress,project management,trello,169,29.87
Facilitate team communication,project management,Slack,124,37.13
Facilitate team communication,project management,Slack,68,25.15
Assign tasks to team members,project management,microsoft project,161,33.25
Assign tasks to team members,project management,microsoft project,252,44.72
Plan project sprints,project management,jira,52,37.06
Allocate resources effectively,project management,MS Project,159,15.54
Facilitate daily standup meetings,project management,version control,244,40.22
Track project progress,project management,jira,104,24.95
Track project progress,project management,trello,238,31.66
Coordinate with team using Jira,project management,version control,135,17.52
Coordinate with team using Jira,project management,agile,126,32.71
Plan project sprints,project management,scrum,271,41.48
Define project scope and deliverables,project management,JIRA,222,13.34
Track project progress,project management,agile,282,18.47
Track project progress,project management,kanban,49,22.32
Facilitate team communication,project management,Slack,12,14.75
Manage Agile workflows,project management,scrum,51,24.63
Manage Agile workflows,project management,jira,228,38.74
Track project progress,project management,trello,186,33.46
Monitor project progress,project management,Trello,214,35.29
Assign tasks to team members,project management,agile,8,28.15
Facilitate team communication,project management,Slack,47,22.55
Monitor project progress,project management,Trello,261,31.19
Assign tasks to team members,project management,scrum,268,18.54
Risk assessment and management,project management,RiskMatrix,165,14.83
Facilitate daily standup meetings,project management,kanban,200,19.18
Facilitate team communication,project management,Slack,32,35.94
Plan project sprints,project management,trello,192,37.48
Manage Agile workflows,project management,jira,48,24.28
Assign tasks to team members,project management,kanban,152,33.47
Allocate resources effectively,project management,MS Project,233,39.85
Plan project sprints,project management,trello,149,32.53
Facilitate team communication,project management,Slack,102,26.1
Manage Agile workflows,project management,kanban,217,21.81
Assign tasks to team members,project management,agile,25,17.24
Assign tasks to team members,project management,jira,268,18.54
Track project progress,project management,trello,170,21.41
Facilitate team communication,project management,Slack,151,33.16
Assign tasks to team members,project management,kanban,178,38.54
Plan project sprints,project management,version control,106,33.03
Track project progress,project management,agile,298,48.24
Allocate resources effectively,project management,MS Project,278,26.29
Assign tasks to team members,project management,scrum,20,26.95
Risk assessment and management,project management,RiskMatrix,232,15.41
Facilitate daily standup meetings,project management,scrum,241,29.01
Facilitate team communication,project management,Slack,69,7.6
Manage Agile workflows,project management,kanban,213,21.8
Manage Agile workflows,project management,jira,118,45.83
Plan project sprints,project management,agile,95,26.75
Plan project sprints,project management,version control,285,25.99
Risk assessment and management,project management,RiskMatrix,25,17.24
Facilitate team communication,project management,Slack,232,15.41
Facilitate team communication,project management,Slack,222,13.34
Define project scope and deliverables,project management,JIRA,150,13.11
Plan project sprints,project management,scrum,130,47.69
Track project progress,project management,jira,134,35.05
Manage Agile workflows,project management,jira,99,25.32
Allocate resources effectively,project management,MS Project,52,37.06
Track project progress,project management,collaboration tools,182,42.82
Coordinate with team using Jira,project management,agile,118,45.83
Risk assessment and management,project management,RiskMatrix,292,24.04
Coordinate with team using Jira,project management,jira,252,44.72
Track project progress,project management,collaboration tools,33,18.67
Manage Agile workflows,project management,microsoft project,46,27.52
Facilitate team communication,project management,Slack,177,35.78
Manage Agile workflows,project management,collaboration tools,67,18.03
Risk assessment and management,project management,RiskMatrix,193,29.09
Coordinate with team using Jira,project management,trello,297,10.78
Assign tasks to team members,project management,agile,295,31.27
Facilitate daily standup meetings,project management,jira,65,22.1
Risk assessment and management,project management,RiskMatrix,20,26.95
Plan project sprints,project management,agile,43,11.73
Assign tasks to team members,project management,microsoft project,156,36.67
Assign tasks to team members,project management,jira,272,27.11
Plan project sprints,project management,jira,210,23.47
Monitor project progress,project management,Trello,137,29.42
Track project progress,project management,jira,289,39.26
Facilitate team communication,project management,Slack,66,22.67
Track project progress,project management,trello,157,28.53
Assign tasks to team members,project management,trello,20,26.95
Assign tasks to team members,project management,jira,188,22.38
Define project scope and deliverables,project management,JIRA,236,9.29
Plan project sprints,project management,agile,238,31.66
Plan project sprints,project management,collaboration tools,197,41.73
Assign tasks to team members,project management,kanban,72,43.0
Facilitate team communication,project management,Slack,135,17.52
Risk assessment and management,project management,RiskMatrix,156,36.67
Define project scope and deliverables,project management,JIRA,121,29.09
Facilitate team communication,project management,Slack,113,36.44
Monitor project progress,project management,Trello,81,45.49
Facilitate team communication,project management,Slack,144,45.36
Monitor project progress,project management,Trello,41,31.24
Facilitate team communication,project management,Slack,204,36.95
Define project scope and deliverables,project management,JIRA,278,26.29
Monitor project progress,project management,Trello,106,33.03
Define project scope and deliverables,project management,JIRA,231,40.99
Risk assessment and management,project management,RiskMatrix,173,17.27
Facilitate team communication,project management,Slack,249,21.28
Monitor project progress,project management,Trello,288,22.53
Monitor project progress,project management,Trello,174,32.16
Monitor project progress,project management,Trello,82,30.83
Facilitate team communication,project management,Slack,243,11.43
Allocate resources effectively,project management,MS Project,220,28.85
Monitor project progress,project management,Trello,111,37.58
Facilitate team communication,project management,Slack,144,45.36
Monitor project progress,project management,Trello,292,24.04
Define project scope and deliverables,project management,JIRA,14,23.87
Define project scope and deliverables,project management,JIRA,293,36.69
Monitor project progress,project management,Trello,298,48.24
Allocate resources effectively,project management,MS Project,143,16.9
Monitor project progress,project management,Trello,39,12.01
Facilitate team communication,project management,Slack,254,38.14
Facilitate team communication,project management,Slack,77,46.84
Define project scope and deliverables,project management,JIRA,59,9.04
Allocate resources effectively,project management,MS Project,185,35.64
Facilitate team communication,project management,Slack,142,17.0
Allocate resources effectively,project management,MS Project,76,12.31
Risk assessment and management,project management,RiskMatrix,202,21.66
Facilitate team communication,project management,Slack,80,29.38
Facilitate team communication,project management,Slack,117,35.1
Monitor project progress,project management,Trello,88,6.28
Define project scope and deliverables,project management,JIRA,150,13.11
Define project scope and deliverables,project management,JIRA,149,32.53
Monitor project progress,project management,Trello,30,14.23
Allocate resources effectively,project management,MS Project,145,18.66
Allocate resources effectively,project management,MS Project,77,46.84
Allocate resources effectively,project management,MS Project,170,21.41
Monitor project progress,project management,Trello,291,15.65
Define project scope and deliverables,project management,JIRA,240,37.77
Risk assessment and management,project management,RiskMatrix,28,14.31
Allocate resources effectively,project management,MS Project,286,10.91
Risk assessment and management,project management,RiskMatrix,210,23.47
Facilitate team communication,project management,Slack,298,48.24
Allocate resources effectively,project management,MS Project,246,25.73
Facilitate team communication,project management,Slack,271,41.48
Facilitate team communication,project management,Slack,184,37.24
Risk assessment and management,project management,RiskMatrix,177,35.78
Facilitate team communication,project management,Slack,68,25.15
Define project scope and deliverables,project management,JIRA,139,37.6
Facilitate team communication,project management,Slack,271,41.48
Risk assessment and management,project management,RiskMatrix,90,41.38
Allocate resources effectively,project management,MS Project,40,42.56
Allocate resources effectively,project management,MS Project,94,15.14
Facilitate team communication,project management,Slack,5,20.45
Risk assessment and management,project management,RiskMatrix,200,19.18
Facilitate team communication,project management,Slack,190,5.27
Monitor project progress,project management,Trello,190,5.27
Allocate resources effectively,project management,MS Project,222,13.34
Allocate resources effectively,project management,MS Project,130,47.69
Monitor project progress,project management,Trello,284,9.67
Facilitate team communication,project management,Slack,43,11.73
Monitor project progress,project management,Trello,124,37.13
Allocate resources effectively,project management,MS Project,160,9.19
Facilitate team communication,project management,Slack,199,26.75
Risk assessment and management,project management,RiskMatrix,52,37.06
Monitor project progress,project management,Trello,55,12.84
Define project scope and deliverables,project management,JIRA,215,6.49
Monitor project progress,project management,Trello,121,29.09
Define project scope and deliverables,project management,JIRA,141,16.34
Allocate resources effectively,project management,MS Project,126,32.71
Allocate resources effectively,project management,MS Project,289,39.26
Monitor project progress,project management,Trello,1,31.62
Risk assessment and management,project management,RiskMatrix,299,48.24
Risk assessment and management,project management,RiskMatrix,232,15.41
Monitor project progress,project management,Trello,31,53.73
Define project scope and deliverables,project management,JIRA,65,22.1
Allocate resources effectively,project management,MS Project,113,36.44
Facilitate team communication,project management,Slack,180,23.32
Facilitate team communication,project management,Slack,283,40.32
Risk assessment and management,project management,RiskMatrix,223,32.7
Allocate resources effectively,project management,MS Project,287,22.43
Facilitate team communication,project management,Slack,110,48.26
Monitor project progress,project management,Trello,10,27.07
Define project scope and deliverables,project management,JIRA,212,40.99
Define project scope and deliverables,project management,JIRA,232,15.41
Facilitate team communication,project management,Slack,104,24.95
Risk assessment and management,project management,RiskMatrix,272,27.11
Risk assessment and management,project management,RiskMatrix,106,33.03
Monitor project progress,project management,Trello,76,12.31
Facilitate team communication,project management,Slack,208,50.89
Monitor project progress,project management,Trello,104,24.95
Allocate resources effectively,project management,MS Project,51,24.63
Risk assessment and management,project management,RiskMatrix,14,23.87
Define project scope and deliverables,project management,JIRA,3,28.08
Risk assessment and management,project management,RiskMatrix,125,16.53
Monitor project progress,project management,Trello,155,30.3
Define project scope and deliverables,project management,JIRA,32,35.94
Risk assessment and management,project management,RiskMatrix,65,22.1
Risk assessment and management,project management,RiskMatrix,222,13.34
Allocate resources effectively,project management,MS Project,278,26.29
Define project scope and deliverables,project management,JIRA,206,45.48
Risk assessment and management,project management,RiskMatrix,14,23.87
Monitor project progress,project management,Trello,3,28.08
Monitor project progress,project management,Trello,39,12.01
Monitor project progress,project management,Trello,278,26.29
Define project scope and deliverables,project management,JIRA,177,35.78
Allocate resources effectively,project management,MS Project,254,38.14
Facilitate team communication,project management,Slack,138,18.92
Define project scope and deliverables,project management,JIRA,229,15.66
Allocate resources effectively,project management,MS Project,182,42.82
Risk assessment and management,project management,RiskMatrix,276,32.83
Monitor project progress,project management,Trello,80,29.38
Allocate resources effectively,project management,MS Project,69,7.6
Define project scope and deliverables,project management,JIRA,242,30.57
Allocate resources effectively,project management,MS Project,237,25.3
Facilitate team communication,project management,Slack,40,42.56
Allocate resources effectively,project management,MS Project,129,26.69
Allocate resources effectively,project management,MS Project,70,43.41
Facilitate team communication,project management,Slack,292,24.04
Monitor project progress,project management,Trello,117,35.1
Risk assessment and management,project management,RiskMatrix,68,25.15
Allocate resources effectively,project management,MS Project,117,35.1
Risk assessment and management,project management,RiskMatrix,224,28.64
Allocate resources effectively,project management,MS Project,140,16.06
Allocate resources effectively,project management,MS Project,29,36.89
Allocate resources effectively,project management,MS Project,289,39.26
Monitor project progress,project management,Trello,50,20.09
Risk assessment and management,project management,RiskMatrix,30,14.23
Facilitate team communication,project management,Slack,89,37.04
Facilitate team communication,project management,Slack,73,20.12
Allocate resources effectively,project management,MS Project,105,16.77
Risk assessment and management,project management,RiskMatrix,253,24.56
Risk assessment and management,project management,RiskMatrix,272,27.11
Risk assessment and management,project management,RiskMatrix,89,37.04
Monitor project progress,project management,Trello,95,26.75
Facilitate team communication,project management,Slack,29,37.36
Allocate resources effectively,project management,MS Project,207,37.88
Facilitate team communication,project management,Slack,79,24.46
Define project scope and deliverables,project management,JIRA,242,30.57
Facilitate team communication,project management,Slack,196,28.19
Monitor project progress,project management,Trello,300,33.83
Allocate resources effectively,project management,MS Project,151,33.16
Monitor project progress,project management,Trello,290,28.42
Define project scope and deliverables,project management,JIRA,273,29.98
Define project scope and deliverables,project management,JIRA,235,20.82
Risk assessment and management,project management,RiskMatrix,132,33.63
Risk assessment and management,project management,RiskMatrix,44,46.57
Facilitate team communication,project management,Slack,151,33.16
Facilitate team communication,project management,Slack,145,18.66
Allocate resources effectively,project management,MS Project,28,14.31
Monitor project progress,project management,Trello,299,48.24
Facilitate team communication,project management,Slack,101,40.31
Risk assessment and management,project management,RiskMatrix,98,33.38
Facilitate team communication,project management,Slack,120,39.52
Define project scope and deliverables,project management,JIRA,184,37.24
Define project scope and deliverables,project management,JIRA,60,20.1
Define project scope and deliverables,project management,JIRA,275,22.02
Facilitate team communication,project management,Slack,39,12.01
Allocate resources effectively,project management,MS Project,78,29.3
Define project scope and deliverables,project management,JIRA,165,14.83
Monitor project progress,project management,Trello,21,43.91
Facilitate team communication,project management,Slack,294,44.83
Risk assessment and management,project management,RiskMatrix,17,23.4
Risk assessment and management,project management,RiskMatrix,65,22.1
Monitor project progress,project management,Trello,194,39.54
Allocate resources effectively,project management,MS Project,26,43.48
Allocate resources effectively,project management,MS Project,36,44.76
Allocate resources effectively,project management,MS Project,147,37.2
Define project scope and deliverables,project management,JIRA,178,40.78
Define project scope and deliverables,project management,JIRA,6,45.9
Risk assessment and management,project management,RiskMatrix,131,38.0
Monitor project progress,project management,Trello,140,16.06
Define project scope and deliverables,project management,JIRA,163,43.11
Facilitate team communication,project management,Slack,174,32.16
Risk assessment and management,project management,RiskMatrix,255,42.26
Allocate resources effectively,project management,MS Project,253,24.56
Facilitate team communication,project management,Slack,39,12.01
Define project scope and deliverables,project management,JIRA,171,52.87
Define project scope and deliverables,project management,JIRA,173,17.27
Monitor project progress,project management,Trello,76,12.31
Facilitate team communication,project management,Slack,223,32.7
Define project scope and deliverables,project management,JIRA,103,18.77
Define project scope and deliverables,project management,JIRA,28,14.31
Facilitate team communication,project management,Slack,221,14.57
Risk assessment and management,project management,RiskMatrix,285,25.99
Allocate resources effectively,project management,MS Project,12,14.75
Allocate resources effectively,project management,MS Project,237,25.3
Allocate resources effectively,project management,MS Project,83,41.78
Define project scope and deliverables,project management,JIRA,150,13.11
Define project scope and deliverables,project management,JIRA,180,23.32
Allocate resources effectively,project management,MS Project,27,20.16
Define project scope and deliverables,project management,JIRA,77,46.84
Risk assessment and management,project management,RiskMatrix,91,47.21
Risk assessment and management,project management,RiskMatrix,37,38.58
Allocate resources effectively,project management,MS Project,282,18.47
Risk assessment and management,project management,RiskMatrix,232,15.41
Risk assessment and management,project management,RiskMatrix,147,37.2
Allocate resources effectively,project management,MS Project,223,32.7
Monitor project progress,project management,Trello,230,25.4
Monitor project progress,project management,Trello,152,33.47
Monitor project progress,project management,Trello,55,12.84
Define project scope and deliverables,project management,JIRA,279,21.33
Define project scope and deliverables,project management,JIRA,207,37.88
Define project scope and deliverables,project management,JIRA,283,40.32
Monitor project progress,project management,Trello,189,37.18
Define project scope and deliverables,project management,JIRA,191,41.6
Risk assessment and management,project management,RiskMatrix,278,26.29
Define project scope and deliverables,project management,JIRA,117,35.1
Allocate resources effectively,project management,MS Project,12,14.75
Allocate resources effectively,project management,MS Project,177,35.78
Facilitate team communication,project management,Slack,54,23.04
Monitor project progress,project management,Trello,46,27.52
Define project scope and deliverables,project management,JIRA,32,35.94
Allocate resources effectively,project management,MS Project,33,18.67
Facilitate team communication,project management,Slack,289,39.26
Monitor project progress,project management,Trello,252,44.72
Allocate resources effectively,project management,MS Project,208,50.89
Define project scope and deliverables,project management,JIRA,292,24.04
Allocate resources effectively,project management,MS Project,113,36.44
Allocate resources effectively,project management,MS Project,84,5.88
Allocate resources effectively,project management,MS Project,273,29.98
Facilitate team communication,project management,Slack,249,21.28
Risk assessment and management,project management,RiskMatrix,284,10.42
Define project scope and deliverables,project management,JIRA,74,50.76
Allocate resources effectively,project management,MS Project,7,20.53
Allocate resources effectively,project management,MS Project,4,35.03
Facilitate team communication,project management,Slack,67,18.03
Allocate resources effectively,project management,MS Project,165,14.83
Risk assessment and management,project management,RiskMatrix,34,36.89
Allocate resources effectively,project management,MS Project,156,36.67
Facilitate team communication,project management,Slack,52,37.06
Risk assessment and management,project management,RiskMatrix,102,26.1
Risk assessment and management,project management,RiskMatrix,105,16.77
Monitor project progress,project management,Trello,265,27.56
Define project scope and deliverables,project management,JIRA,214,35.29
Facilitate team communication,project management,Slack,228,38.74
Monitor project progress,project management,Trello,257,31.35
Monitor project progress,project management,Trello,101,40.31
Monitor project progress,project management,Trello,82,30.83
Define project scope and deliverables,project management,JIRA,254,38.14
Allocate resources effectively,project management,MS Project,31,53.73
Monitor project progress,project management,Trello,166,27.07
Define project scope and deliverables,project management,JIRA,8,28.15
Allocate resources effectively,project management,MS Project,184,37.24
Facilitate team communication,project management,Slack,283,40.32
Monitor project progress,project management,Trello,75,30.67
Allocate resources effectively,project management,MS Project,113,36.44
Facilitate team communication,project management,Slack,234,47.13
Risk assessment and management,project management,RiskMatrix,151,33.16
Monitor project progress,project management,Trello,188,22.38
Allocate resources effectively,project management,MS Project,288,22.53
Risk assessment and management,project management,RiskMatrix,250,35.12
Allocate resources effectively,project management,MS Project,97,14.69
Monitor project progress,project management,Trello,222,13.34
Facilitate team communication,project management,Slack,94,15.14
Define project scope and deliverables,project management,JIRA,19,27.94
Risk assessment and management,project management,RiskMatrix,178,39.44
Allocate resources effectively,project management,MS Project,230,25.4
Monitor project progress,project management,Trello,119,21.77
Risk assessment and management,project management,RiskMatrix,151,33.16
Monitor project progress,project management,Trello,153,47.16
Define project scope and deliverables,project management,JIRA,203,30.99
Facilitate team communication,project management,Slack,29,37.36
Define project scope and deliverables,project management,JIRA,90,41.38
Define project scope and deliverables,project management,JIRA,176,37.14
Allocate resources effectively,project management,MS Project,241,29.01
Define project scope and deliverables,project management,JIRA,269,46.51
Define project scope and deliverables,project management,JIRA,66,22.67
Facilitate team communication,project management,Slack,258,23.76
Monitor project progress,project management,Trello,146,31.98
Allocate resources effectively,project management,MS Project,32,35.94
Define project scope and deliverables,project management,JIRA,19,27.94
Allocate resources effectively,project management,MS Project,237,25.3
Risk assessment and management,project management,RiskMatrix,266,43.94
Monitor project progress,project management,Trello,291,15.65
Monitor project progress,project management,Trello,55,12.84
Monitor project progress,project management,Trello,286,10.91
Define project scope and deliverables,project management,JIRA,161,33.25
Facilitate team communication,project management,Slack,290,28.42
Risk assessment and management,project management,RiskMatrix,262,38.58
Facilitate team communication,project management,Slack,64,5.61
Monitor project progress,project management,Trello,103,18.77
Risk assessment and management,project management,RiskMatrix,146,31.98
Monitor project progress,project management,Trello,156,36.67
Facilitate team communication,project management,Slack,33,18.67
Risk assessment and management,project management,RiskMatrix,280,31.63
Monitor project progress,project management,Trello,272,27.11
Allocate resources effectively,project management,MS Project,240,37.84
Risk assessment and management,project management,RiskMatrix,104,24.95
Allocate resources effectively,project management,MS Project,222,13.34
Monitor project progress,project management,Trello,112,14.87
Risk assessment and management,project management,RiskMatrix,295,31.27
Risk assessment and management,project management,RiskMatrix,282,18.47
Facilitate team communication,project management,Slack,113,36.44
Define project scope and deliverables,project management,JIRA,28,14.31
Define project scope and deliverables,project management,JIRA,13,26.23
Monitor project progress,project management,Trello,282,18.47
Risk assessment and management,project management,RiskMatrix,234,47.13
Monitor project progress,project management,Trello,191,41.6
Monitor project progress,project management,Trello,151,33.16
Allocate resources effectively,project management,MS Project,201,35.3
Allocate resources effectively,project management,MS Project,166,27.07
Facilitate team communication,project management,Slack,32,35.94
Allocate resources effectively,project management,MS Project,12,14.75
Facilitate team communication,project management,Slack,270,16.04
Monitor project progress,project management,Trello,297,10.78
Define project scope and deliverables,project management,JIRA,17,23.4
Monitor project progress,project management,Trello,211,47.71
Risk assessment and management,project management,RiskMatrix,131,38.0
Facilitate team communication,project management,Slack,114,26.39
Allocate resources effectively,project management,MS Project,267,47.25
Allocate resources effectively,project management,MS Project,137,29.42
Risk assessment and management,project management,RiskMatrix,258,23.76
Risk assessment and management,project management,RiskMatrix,258,23.76
Monitor project progress,project management,Trello,283,40.32
Allocate resources effectively,project management,MS Project,276,32.83
Define project scope and deliverables,project management,JIRA,133,35.47
Monitor project progress,project management,Trello,201,35.3
Facilitate team communication,project management,Slack,267,47.25
Facilitate team communication,project management,Slack,186,33.46
Define project scope and deliverables,project management,JIRA,65,22.1
Facilitate team communication,project management,Slack,92,33.91
Facilitate team communication,project management,Slack,243,11.43
Define project scope and deliverables,project management,JIRA,239,20.69
Monitor project progress,project management,Trello,57,21.4
Facilitate team communication,project management,Slack,214,35.29
Risk assessment and management,project management,RiskMatrix,110,48.26
Monitor project progress,project management,Trello,269,46.51
Monitor project progress,project management,Trello,45,32.83
Allocate resources effectively,project management,MS Project,36,44.76
Define project scope and deliverables,project management,JIRA,291,15.65
Risk assessment and management,project management,RiskMatrix,77,46.84
Monitor project progress,project management,Trello,107,31.92
Facilitate team communication,project management,Slack,299,48.24
Facilitate team communication,project management,Slack,166,27.07
Allocate resources effectively,project management,MS Project,99,25.32
Risk assessment and management,project management,RiskMatrix,57,21.4
Risk assessment and management,project management,RiskMatrix,251,33.14
Risk assessment and management,project management,RiskMatrix,96,26.71
Define project scope and deliverables,project management,JIRA,30,14.23
Monitor project progress,project management,Trello,263,24.36
Monitor project progress,project management,Trello,62,37.36
Define project scope and deliverables,project management,JIRA,265,27.56
Facilitate team communication,project management,Slack,69,7.6
Define project scope and deliverables,project management,JIRA,192,37.48
Allocate resources effectively,project management,MS Project,11,48.34
Define project scope and deliverables,project management,JIRA,70,43.41
Monitor project progress,project management,Trello,277,23.98
Define project scope and deliverables,project management,JIRA,282,18.47
Define project scope and deliverables,project management,JIRA,205,27.83
Facilitate team communication,project management,Slack,73,20.12
Define project scope and deliverables,project management,JIRA,137,29.42
Risk assessment and management,project management,RiskMatrix,73,20.12
Risk assessment and management,project management,RiskMatrix,86,29.6
Allocate resources effectively,project management,MS Project,252,44.72
Risk assessment and management,project management,RiskMatrix,280,31.63
Allocate resources effectively,project management,MS Project,253,24.56
Monitor project progress,project management,Trello,104,24.95
Define project scope and deliverables,project management,JIRA,65,22.1
Define project scope and deliverables,project management,JIRA,265,27.56
Risk assessment and management,project management,RiskMatrix,267,47.25
Allocate resources effectively,project management,MS Project,174,32.16
Define project scope and deliverables,project management,JIRA,190,5.27
Risk assessment and management,project management,RiskMatrix,128,31.98
Allocate resources effectively,project management,MS Project,281,26.38
Monitor project progress,project management,Trello,256,44.19
Allocate resources effectively,project management,MS Project,29,36.89
Allocate resources effectively,project management,MS Project,146,31.98
Allocate resources effectively,project management,MS Project,211,47.71
Risk assessment and management,project management,RiskMatrix,250,35.12
Monitor project progress,project management,Trello,123,34.3
Facilitate team communication,project management,Slack,277,23.98
Monitor project progress,project management,Trello,169,29.87
Facilitate team communication,project management,Slack,4,35.03
Risk assessment and management,project management,RiskMatrix,170,21.41
Define project scope and deliverables,project management,JIRA,65,22.1
Monitor project progress,project management,Trello,213,21.8
Facilitate team communication,project management,Slack,270,16.04
Allocate resources effectively,project management,MS Project,286,10.91
Monitor project progress,project management,Trello,58,31.56
Facilitate team communication,project management,Slack,119,21.77
Monitor project progress,project management,Trello,142,17.0
Monitor project progress,project management,Trello,38,15.38
Facilitate team communication,project management,Slack,23,42.77
Risk assessment and management,project management,RiskMatrix,47,22.55
Define project scope and deliverables,project management,JIRA,228,38.74
Monitor project progress,project management,Trello,11,48.34
Define project scope and deliverables,project management,JIRA,295,31.27
Allocate resources effectively,project management,MS Project,9,17.42
Define project scope and deliverables,project management,JIRA,2,44.9
Define project scope and deliverables,project management,JIRA,238,31.66
Monitor project progress,project management,Trello,224,28.64
Facilitate team communication,project management,Slack,134,35.05
Risk assessment and management,project management,RiskMatrix,27,20.16
Allocate resources effectively,project management,MS Project,228,38.74
Allocate resources effectively,project management,MS Project,55,12.84
Risk assessment and management,project management,RiskMatrix,55,12.84
Define project scope and deliverables,project management,JIRA,125,16.53
Monitor project progress,project management,Trello,219,26.61
Monitor project progress,project management,Trello,264,6.19
Facilitate team communication,project management,Slack,26,43.48
Facilitate team communication,project management,Slack,204,36.95
Define project scope and deliverables,project management,JIRA,296,18.03
Define project scope and deliverables,project management,JIRA,286,10.91
Monitor project progress,project management,Trello,265,27.56
Allocate resources effectively,project management,MS Project,97,14.69
Risk assessment and management,project management,RiskMatrix,135,17.52
Allocate resources effectively,project management,MS Project,195,37.0
Allocate resources effectively,project management,MS Project,6,45.9
Define project scope and deliverables,project management,JIRA,72,43.0
Monitor project progress,project management,Trello,196,28.19
Monitor project progress,project management,Trello,295,31.27
Allocate resources effectively,project management,MS Project,76,12.31
Risk assessment and management,project management,RiskMatrix,261,31.19
Allocate resources effectively,project management,MS Project,158,34.17
Define project scope and deliverables,project management,JIRA,187,36.89
Define project scope and deliverables,project management,JIRA,93,38.9
Risk assessment and management,project management,RiskMatrix,227,17.6
Allocate resources effectively,project management,MS Project,87,34.09
Facilitate team communication,project management,Slack,294,44.83
Monitor project progress,project management,Trello,147,37.2
Facilitate team communication,project management,Slack,145,18.66
Allocate resources effectively,project management,MS Project,254,38.14
Facilitate team communication,project management,Slack,156,36.67
Risk assessment and management,project management,RiskMatrix,71,43.61
Monitor project progress,project management,Trello,100,20.45
Allocate resources effectively,project management,MS Project,270,16.04
Risk assessment and management,project management,RiskMatrix,169,29.87
Facilitate team communication,project management,Slack,191,41.6
Facilitate team communication,project management,Slack,290,28.42
Facilitate team communication,project management,Slack,262,38.58
Facilitate team communication,project management,Slack,71,43.61
Define project scope and deliverables,project management,JIRA,272,27.11
Allocate resources effectively,project management,MS Project,42,36.86
Facilitate team communication,project management,Slack,265,27.56
Risk assessment and management,project management,RiskMatrix,98,33.38
Monitor project progress,project management,Trello,249,21.28
Allocate resources effectively,project management,MS Project,59,9.04
Allocate resources effectively,project management,MS Project,86,29.6
Risk assessment and management,project management,RiskMatrix,68,25.15
Monitor project progress,project management,Trello,171,50.55
Allocate resources effectively,project management,MS Project,84,5.88
Define project scope and deliverables,project management,JIRA,130,47.69
Define project scope and deliverables,project management,JIRA,251,33.14
Monitor project progress,project management,Trello,109,36.41
Allocate resources effectively,project management,MS Project,115,34.59
Allocate resources effectively,project management,MS Project,128,31.98
Allocate resources effectively,project management,MS Project,220,28.85
Allocate resources effectively,project management,MS Project,204,36.95
Define project scope and deliverables,project management,JIRA,83,41.78
Allocate resources effectively,project management,MS Project,140,16.06
Allocate resources effectively,project management,MS Project,145,18.66
Allocate resources effectively,project management,MS Project,299,48.24
Risk assessment and management,project management,RiskMatrix,161,33.25
Facilitate team communication,project management,Slack,260,47.95
Risk assessment and management,project management,RiskMatrix,278,26.29
Facilitate team communication,project management,Slack,295,31.27
Define project scope and deliverables,project management,JIRA,255,42.26
Risk assessment and management,project management,RiskMatrix,48,24.28
Allocate resources effectively,project management,MS Project,36,44.76
Allocate resources effectively,project management,MS Project,173,17.27
Define project scope and deliverables,project management,JIRA,171,52.87
Allocate resources effectively,project management,MS Project,72,43.0
Facilitate team communication,project management,Slack,223,32.7
Monitor project progress,project management,Trello,247,15.83
Define project scope and deliverables,project management,JIRA,273,29.98
Allocate resources effectively,project management,MS Project,92,33.91
Risk assessment and management,project management,RiskMatrix,67,19.83
Define project scope and deliverables,project management,JIRA,288,22.53
Risk assessment and management,project management,RiskMatrix,272,27.11
Facilitate team communication,project management,Slack,230,25.4
Risk assessment and management,project management,RiskMatrix,34,36.89
Allocate resources effectively,project management,MS Project,207,37.88
Risk assessment and management,project management,RiskMatrix,42,33.39
Risk assessment and management,project management,RiskMatrix,231,40.99
Define project scope and deliverables,project management,JIRA,166,27.07
Risk assessment and management,project management,RiskMatrix,198,26.39
Risk assessment and management,project management,RiskMatrix,101,40.31
Coordinate with team using Jira,project management,scrum,300,33.83
Define project scope and deliverables,project management,JIRA,95,26.75
Manage Agile workflows,project management,microsoft project,184,37.24
Facilitate daily standup meetings,project management,scrum,14,23.87
Track project progress,project management,jira,138,18.92
Plan project sprints,project management,version control,216,22.21
Facilitate daily standup meetings,project management,jira,98,33.38
Assign tasks to team members,project management,scrum,209,31.97
Coordinate with team using Jira,project management,version control,29,36.73
Manage Agile workflows,project management,trello,86,29.6
Risk assessment and management,project management,RiskMatrix,129,26.69
Manage Agile workflows,project management,scrum,129,26.69
Assign tasks to team members,project management,kanban,149,32.53
